City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,sandnessjoen,66.0217,12.6316,11.29,82,75,5.14,NO,1718010895
362,angaur state,6.906,134.13,29.29,69,69,0.89,PW,1718010895
363,alegre,-20.7636,-41.5331,15.15,90,32,1.45,BR,1718010895
364,hammerfest,70.6634,23.6821,15.25,63,0,2.57,NO,1718010895
365,afaahiti,-17.75,-149.2833,22.93,83,94,6.56,PF,1718010895
366,kadugli,11.0167,29.7167,32.7,40,67,4.17,SD,1718010895
367,bardai,11.65,7.2333,28.48,58,5,7.23,NG,1718010895
368,san antonio de pale,-1.4014,5.6325,24.47,81,58,5.67,GQ,1718010895
369,shuangjiang,26.1547,109.7138,22.12,97,100,0.5,CN,1718010790
370,krasnyy chikoy,50.3643,108.7512,19.69,64,81,4.16,RU,1718010895
371,leninskoye,41.7589,69.3864,35.21,14,73,6.27,KZ,1718010895
372,okhotsk,59.3833,143.3,7.12,83,29,2.3,RU,1718010895
373,ternate,0.8,127.4,27.17,81,100,0.76,ID,1718010895
374,hornell,42.3279,-77.6611,12.0,96,92,0.45,US,1718010896
375,al burayqah,30.4062,19.5739,28.93,38,0,1.1,LY,1718010896
376,piti village,13.4626,144.6933,29.49,85,0,4.12,GU,1718010896
377,axim,4.8699,-2.2405,26.76,85,100,3.72,GH,1718010896
378,tumsar,21.3833,79.7333,40.41,28,4,4.57,IN,1718010896
379,madinat ash shamal,26.1293,51.2009,36.82,41,0,3.38,QA,1718010738
380,pavlovka,52.6897,47.1405,24.83,57,24,3.47,RU,1718010896
381,tangalle,6.024,80.7911,33.09,69,50,7.53,LK,1718010896
382,monrovia,6.3005,-10.7969,26.87,81,99,0.7,LR,1718010896
383,pont rouge,48.8833,-72.0825,13.16,97,100,1.77,CA,1718010896
384,geraldton,-28.7667,114.6,19.23,82,75,2.06,AU,1718010896
385,pleszew,51.8964,17.7855,18.72,60,100,3.76,PL,1718010896
386,bengkulu,-3.8004,102.2655,29.23,71,41,2.71,ID,1718010896
387,nouadhibou,20.931,-17.0347,22.99,68,53,9.26,MR,1718010896
388,nikolayevsk-on-amure,53.1406,140.73,10.12,97,100,1.79,RU,1718010896
389,sibu,2.3,111.8167,26.03,95,97,1.57,MY,1718010896
390,okahandja,-21.9833,16.9167,19.24,42,87,9.83,NA,1718010897
391,point pedro,9.8167,80.2333,30.03,74,100,9.35,LK,1718010897
392,pyu,18.4833,96.4333,32.33,68,87,4.01,MM,1718010897
393,reconquista,-29.15,-59.65,17.17,84,44,3.63,AR,1718010897
394,vredendal,-31.6683,18.5012,22.82,33,0,12.85,ZA,1718010897
395,andalgala,-27.5819,-66.3165,14.4,42,0,1.11,AR,1718010897
396,mandan,46.8267,-100.8896,12.2,80,20,4.12,US,1718010897
397,gobabis,-22.45,18.9667,18.31,40,12,9.12,NA,1718010897
398,yarkovo,57.4028,67.0786,13.6,98,100,3.11,RU,1718010897
399,kankan,10.3854,-9.3057,25.79,77,99,3.54,GN,1718010897
400,arkhangel'sk,64.5401,40.5433,19.06,52,75,7.0,RU,1718010765
401,cabedelo,-6.9811,-34.8339,23.37,80,49,6.78,BR,1718010897
402,aswan,24.0934,32.907,38.18,10,0,5.98,EG,1718010897
403,newnham,-41.3833,147.1333,7.04,87,57,3.6,AU,1718010897
404,martapura,-3.4167,114.85,29.25,81,42,0.95,ID,1718010897
405,shache,38.4167,77.2406,30.72,19,5,2.28,CN,1718010897
406,bomdila,27.25,92.4,14.19,88,78,1.83,IN,1718010810
407,karbala,32.616,44.0249,45.25,6,0,5.19,IQ,1718010898
408,lautoka,-17.6167,177.4667,23.92,69,40,3.6,FJ,1718010898
409,hadibu,12.65,54.0333,30.6,65,36,10.16,YE,1718010898
410,coalcoman de vazquez pallares,18.7833,-103.15,20.13,58,33,0.75,MX,1718010898
411,dapa,9.7594,126.0531,28.97,72,100,1.07,PH,1718010898
412,sikasso,10.9167,-7.0,30.05,55,100,1.66,ML,1718010898
413,puerto baquerizo moreno,-0.9,-89.6,21.73,92,62,4.16,EC,1718010898
414,powell,40.1578,-83.0752,14.61,79,0,2.06,US,1718010752
415,gunnedah,-30.9833,150.25,12.82,68,97,1.37,AU,1718010898
416,qaisumah,28.3112,46.1273,45.98,6,0,4.12,SA,1718010898
417,tchintabaraden,15.8969,5.7985,37.12,28,0,8.69,NE,1718010898
418,san pedro pochutla,15.7333,-96.4667,25.55,81,100,1.25,MX,1718010898
419,lamarque,-39.423,-65.7021,9.75,58,64,3.57,AR,1718010898
420,zhangye,38.9342,100.4517,31.22,9,100,4.54,CN,1718010898
421,crucecita,-28.95,-58.9833,17.68,84,61,3.07,AR,1718010898
422,eduardo castex,-35.915,-64.2945,11.94,47,100,0.51,AR,1718010898
423,auki,-8.7676,160.7034,26.13,91,100,2.2,SB,1718010898
424,santa cruz,-17.8,-63.1667,20.7,94,2,6.17,BO,1718010814
425,dryden,49.7833,-92.7503,5.28,64,3,0.79,CA,1718010899
426,okha,53.5739,142.9478,6.25,95,100,4.02,RU,1718010899
427,bokhan,53.153,103.7714,22.52,40,78,4.49,RU,1718010899
428,mejit,10.2753,170.8646,28.5,81,16,9.35,MH,1718010899
429,kamikawa,43.84,142.7711,16.52,91,50,1.76,JP,1718010899
430,dwarka,22.2394,68.9678,31.2,70,1,7.28,IN,1718010899
431,karaton,-6.3424,106.1045,27.39,84,91,1.27,ID,1718010899
432,lensk,60.7253,114.9278,20.8,50,99,1.63,RU,1718010899
433,lerwick,60.1545,-1.1494,9.0,79,100,8.46,GB,1718010822
434,kone,-21.0595,164.8658,21.7,89,13,0.64,NC,1718010899
435,limon,10.0,-83.0333,25.59,85,91,2.62,CR,1718010876
436,iskateley,67.6803,53.1512,5.01,60,98,3.13,RU,1718010899
437,hailar,49.2,119.7,22.16,48,100,5.33,CN,1718010900
438,elliot,-31.3333,27.85,13.59,32,6,1.39,ZA,1718010900
439,holmen,43.9633,-91.2562,11.88,96,2,1.69,US,1718010636
440,flying fish cove,-10.4217,105.6791,26.82,89,100,4.63,CX,1718010900
441,cam ranh,11.9214,109.1591,32.98,55,40,11.83,VN,1718010900
442,rosetta,31.4044,30.4164,26.36,62,0,5.35,EG,1718010900
443,regina,50.4501,-104.6178,14.46,57,100,5.66,CA,1718010900
444,delogozda,41.2572,20.7236,23.38,69,0,2.06,MK,1718010900
445,queenstown,-31.8976,26.8753,14.35,38,9,2.83,ZA,1718010900
446,port alfred,-33.5906,26.891,21.21,64,4,0.89,ZA,1718010732
447,vorkuta,67.5,64.0,2.28,96,100,1.79,RU,1718010900
448,redencao,-4.2258,-38.7306,20.91,98,42,1.71,BR,1718010900
449,ughelli,5.4899,6.0074,28.65,75,100,2.6,NG,1718010900
450,ghadamis,30.1337,9.5007,41.27,6,28,7.56,LY,1718010900
451,floro,61.5996,5.0328,13.04,76,75,9.77,NO,1718010900
452,bryne,58.7354,5.6477,11.64,89,75,11.83,NO,1718010900
453,labasa,-16.4167,179.3833,21.85,82,100,3.45,FJ,1718010900
454,rio branco,-9.9747,-67.81,22.34,100,0,0.0,BR,1718010722
455,gwadar,25.1216,62.3254,31.34,72,0,7.21,PK,1718010900
456,annau,37.8876,58.516,39.31,9,0,1.87,TM,1718010901
457,bor,56.3567,44.0669,23.96,53,84,1.73,RU,1718010901
458,ust-tsilma,65.441,52.1498,6.45,87,100,1.79,RU,1718010901
459,lashio,22.9333,97.75,29.34,66,95,0.15,MM,1718010901
460,pangkalpinang,-2.1333,106.1333,29.83,75,97,2.89,ID,1718010901
461,north bend,43.4065,-124.2243,12.91,87,100,2.57,US,1718010901
462,igbeti,8.75,4.1333,29.28,59,88,5.16,NG,1718010901
463,salo,45.6086,10.531,25.77,72,25,2.56,IT,1718010901
464,tosontsengel,48.7567,98.2839,19.7,38,80,7.59,MN,1718010901
465,corning,42.1428,-77.0547,12.63,89,75,0.0,US,1718010662
466,slave lake,55.2834,-114.769,7.99,87,100,1.54,CA,1718010901
467,usinsk,65.9939,57.5281,7.26,92,100,5.81,RU,1718010901
468,billiri,9.8647,11.2253,28.42,60,43,7.37,NG,1718010901
469,broken hill,-31.95,141.4333,14.38,51,7,4.12,AU,1718010902
470,kolokani,13.5728,-8.0339,33.37,39,40,4.08,ML,1718010902
471,katsuura,35.1333,140.3,20.99,84,100,3.52,JP,1718010903
472,keskin,39.6731,33.6136,23.16,36,1,2.54,TR,1718010903
473,bay roberts,47.5999,-53.2648,12.51,97,100,2.24,CA,1718010903
474,corowa,-36.0333,146.3833,8.01,74,100,1.35,AU,1718010903
475,rongelap,11.1635,166.8941,28.42,82,86,7.39,MH,1718010903
476,namanga,-2.5433,36.7905,22.66,50,70,4.69,KE,1718010903
477,savalou,7.9281,1.9756,29.7,62,100,3.89,BJ,1718010903
478,marsabit,2.3284,37.9899,23.82,49,37,7.44,KE,1718010903
479,weiser,44.251,-116.9693,16.11,76,0,2.3,US,1718010904
480,dickinson,29.4608,-95.0513,27.84,92,20,0.0,US,1718010779
481,quang ngai,15.1167,108.8,28.17,86,97,3.28,VN,1718010724
482,sola,-13.8833,167.55,26.57,87,98,6.29,VU,1718010904
483,xilin hot,43.9667,116.0333,27.09,24,91,9.27,CN,1718010904
484,viedma,-40.8135,-62.9967,8.82,76,43,2.89,AR,1718010748
485,chanda,19.95,79.3,40.06,30,68,1.75,IN,1718010904
486,portland,45.5234,-122.6762,13.12,84,0,2.06,US,1718010833
487,palmer,42.1584,-72.3287,13.78,76,47,1.56,US,1718010904
488,namdrik,5.5994,168.1028,29.15,77,12,7.17,MH,1718010905
489,colinas,-6.0258,-44.2492,20.94,72,13,1.42,BR,1718010905
490,kingscliff,-28.2667,153.5667,15.43,67,0,3.09,AU,1718010905
491,selibaby,15.159,-12.1829,32.58,38,86,7.3,MR,1718010905
492,kingston,17.997,-76.7936,24.14,94,100,1.72,JM,1718010740
493,forster,-32.1667,152.5167,9.6,91,22,4.76,AU,1718010905
494,kurmuk,10.55,34.2833,23.69,83,100,2.15,SD,1718010905
495,kailua-kona,19.6406,-155.9956,26.98,88,100,3.6,US,1718010905
496,kuala tungkal,-0.8167,103.4667,28.05,84,100,1.8,ID,1718010905
497,tralee,52.2704,-9.7026,12.14,76,75,2.57,IE,1718010905
498,kismayo,-0.3582,42.5454,28.76,64,13,8.56,SO,1718010905
499,summerside,46.3959,-63.7876,14.07,100,94,6.17,CA,1718010905
500,xiulin,29.7167,112.4,28.99,63,19,2.38,CN,1718010905
501,sabzevar,36.2126,57.6819,34.6,10,0,2.07,IR,1718010905
502,mel'nikovo,56.5558,84.085,21.98,40,17,2.73,RU,1718010905
503,yei,4.095,30.6779,28.4,52,73,0.98,SS,1718010906
504,lib,8.3122,167.3766,28.73,81,11,7.09,MH,1718010906
505,maloye ganyushkino,46.6,49.2667,32.16,28,96,5.54,KZ,1718010906
506,crane,31.3974,-102.3501,22.11,79,38,7.31,US,1718010906
507,kataba,13.9833,44.3833,26.89,30,25,3.42,YE,1718010906
508,serik,36.9169,31.0989,36.14,24,0,3.18,TR,1718010906
509,ak'ordat,15.5486,37.8867,33.78,34,28,1.87,ER,1718010906
510,labytnangi,66.6572,66.4183,20.21,49,100,2.79,RU,1718010906
511,san borja,-14.8167,-66.85,18.94,77,8,1.28,BO,1718010906
512,souillac,-20.5167,57.5167,26.3,69,75,5.14,MU,1718010906
513,belmonte,-15.8631,-38.8828,23.94,69,98,2.48,BR,1718010906
514,north battleford,52.7834,-108.2847,6.28,83,78,4.51,CA,1718010906
515,labrador city,52.9463,-66.9114,13.99,76,100,0.45,CA,1718010670
516,waliso,8.5333,37.9833,23.54,50,91,3.36,ET,1718010907
517,cumberland,35.0502,-78.8664,21.38,87,40,3.09,US,1718010907
518,apolinario saravia,-24.4328,-63.9954,19.07,57,92,5.65,AR,1718010907
519,ryotsu-minato,38.0833,138.4333,19.75,81,15,0.6,JP,1718010907
520,tongren,27.7172,109.1853,22.64,94,97,0.47,CN,1718010907
521,kikwit,-5.041,18.8162,31.87,22,28,3.7,CD,1718010907
522,buloh kasap,2.5536,102.764,29.94,74,100,1.99,MY,1718010907
523,gaspe,48.8334,-64.4819,10.12,100,100,1.54,CA,1718010842
524,tommot,58.9564,126.2925,16.92,70,89,4.06,RU,1718010907
525,cannonvale,-20.2833,148.7,20.66,65,4,4.06,AU,1718010907
526,freeport,40.6576,-73.5832,18.33,68,0,6.69,US,1718010907
527,cooper's town,26.8667,-77.5167,28.76,72,3,7.97,BS,1718010907
528,fuglafjordur,62.244,-6.814,5.26,81,100,10.63,FO,1718010907
529,tinogasta,-28.0632,-67.5649,9.48,53,0,0.79,AR,1718010908
530,arraial do cabo,-22.9661,-42.0278,20.92,100,0,2.57,BR,1718010908
531,neya,58.2972,43.8681,23.16,37,93,3.23,RU,1718010908
532,fergus falls,46.283,-96.0776,10.59,96,0,2.57,US,1718010908
533,chaplygin,53.2432,39.9629,24.52,49,50,3.07,RU,1718010908
534,la dorada,5.4478,-74.6631,23.15,98,100,1.18,CO,1718010908
535,tabou,4.423,-7.3528,26.43,85,83,2.5,CI,1718010908
536,tionk essil,12.7856,-16.5217,27.98,67,100,2.6,SN,1718010908
537,darwin,-12.4611,130.8418,28.99,54,0,1.03,AU,1718010908
538,pachino,36.7186,15.0907,24.22,62,65,5.05,IT,1718010908
539,oranjemund,-28.55,16.4333,22.96,32,44,9.46,NA,1718010908
540,erenhot,43.6475,111.9767,32.65,12,76,7.66,CN,1718010908
541,saeby,57.3319,10.5225,13.31,82,100,10.81,DK,1718010908
542,kuta,-8.7233,115.1723,27.97,83,20,7.72,ID,1718010908
543,abbeville,50.1,1.8333,14.16,93,100,7.39,FR,1718010908
544,kirensk,57.7853,108.1119,22.2,31,97,1.79,RU,1718010909
545,papao,-17.75,-149.55,23.82,85,96,4.88,PF,1718010909
546,kutum,14.2,24.6667,32.94,25,52,2.97,SD,1718010909
